天体榜单,Glaude-Opus-4.6,GLM-5.1-FP8,GLM-5-FP8,MiniMaxM2.7,MiniMaxM2.5,GLM-4.7-FP8,GLM-Air
模型能力，满分100,86.27,76.47,49.01,35.29,33.33,29.41,0
注释,,,,,
